Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q969H0,FBXW7_HUMAN,reviewed,F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4),FBXW7 FBW7 FBX30 SEL10,Homo sapiens (Human),707
P23142,FBLN1_HUMAN,reviewed,Fibulin-1 (FIBL-1),FBLN1 PP213,Homo sapiens (Human),703
O43909,EXTL3_HUMAN,reviewed,Exostosin-like 3 (EC 2.4.1.223) (EXT-related protein 1) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Hereditary multiple exostoses gene isolog) (Multiple exostosis-like protein 3) (Putative tumor suppressor protein EXTL3),EXTL3 EXTL1L EXTR1 KIAA0519,Homo sapiens (Human),919
Q9Y297,FBW1A_HUMAN,reviewed,F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit),BTRC BTRCP FBW1A FBXW1A,Homo sapiens (Human),605
O15540,FABP7_HUMAN,reviewed,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)",FABP7 BLBP FABPB MRG,Homo sapiens (Human),132
Q9UKC9,FBXL2_HUMAN,reviewed,F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3),FBXL2 FBL2 FBL3,Homo sapiens (Human),423
Q9UBQ6,EXTL2_HUMAN,reviewed,"Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) [Cleaved into: Processed exostosin-like 2]",EXTL2 EXTR2,Homo sapiens (Human),330
Q15910,EZH2_HUMAN,reviewed,Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.43) (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6),EZH2 KMT6,Homo sapiens (Human),746
Q9NZB2,F120A_HUMAN,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A),FAM120A C9orf10 KIAA0183 OSSA,Homo sapiens (Human),1118
Q14517,FAT1_HUMAN,reviewed,"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]",FAT1 CDHF7 FAT,Homo sapiens (Human),4588
Q9UGM5,FETUB_HUMAN,reviewed,Fetuin-B (16G2) (Fetuin-like protein IRL685) (Gugu),FETUB,Homo sapiens (Human),382
P07332,FES_HUMAN,reviewed,Tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes),FES FPS,Homo sapiens (Human),822
Q5VW36,FOCAD_HUMAN,reviewed,Focadhesin,FOCAD KIAA1797,Homo sapiens (Human),1801
Q5XUX0,FBX31_HUMAN,reviewed,F-box only protein 31,FBXO31 FBX14 FBX31 PP2386,Homo sapiens (Human),539
Q12778,FOXO1_HUMAN,reviewed,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),FOXO1 FKHR FOXO1A,Homo sapiens (Human),655
Q9H4H8,FA83D_HUMAN,reviewed,Protein FAM83D (Spindle protein CHICA),FAM83D C20orf129,Homo sapiens (Human),585
Q6V0I7,FAT4_HUMAN,reviewed,Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J),FAT4 CDHF14 FATJ Nbla00548,Homo sapiens (Human),4981
Q969U6,FBXW5_HUMAN,reviewed,F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5),FBXW5 FBW5 PP3971,Homo sapiens (Human),566
P07954,FUMH_HUMAN,reviewed,"Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)",FH,Homo sapiens (Human),510
Q8NFG4,FLCN_HUMAN,reviewed,Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein),FLCN BHD,Homo sapiens (Human),579
Q9H334,FOXP1_HUMAN,reviewed,Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH),FOXP1 HSPC215,Homo sapiens (Human),677
Q8NEE6,FXL13_HUMAN,reviewed,F-box/LRR-repeat protein 13 (F-box and leucine-rich repeat protein 13),FBXL13 FBL13,Homo sapiens (Human),735
P42685,FRK_HUMAN,reviewed,Tyrosine-protein kinase FRK (EC 2.7.10.2) (FYN-related kinase) (Nuclear tyrosine protein kinase RAK) (Protein-tyrosine kinase 5),FRK PTK5 RAK,Homo sapiens (Human),505
Q15007,FL2D_HUMAN,reviewed,Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (hFL(2)D) (WT1-associated protein) (Wilms tumor 1-associating protein),WTAP KIAA0105,Homo sapiens (Human),396
P49789,FHIT_HUMAN,reviewed,"Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Fragile histidine triad protein)",FHIT,Homo sapiens (Human),147
Q16676,FOXD1_HUMAN,reviewed,Forkhead box protein D1 (Forkhead-related protein FKHL8) (Forkhead-related transcription factor 4) (FREAC-4),FOXD1 FKHL8 FREAC4,Homo sapiens (Human),465
A2A2Y4,FRMD3_HUMAN,reviewed,FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O),FRMD3 EPB41L4O,Homo sapiens (Human),597
Q08830,FGL1_HUMAN,reviewed,Fibrinogen-like protein 1 (HP-041) (Hepassocin) (Hepatocyte-derived fibrinogen-related protein 1) (HFREP-1) (Liver fibrinogen-related protein 1) (LFIRE-1),FGL1 HFREP1,Homo sapiens (Human),312
Q13467,FZD5_HUMAN,reviewed,Frizzled-5 (Fz-5) (hFz5) (FzE5),FZD5 C2orf31,Homo sapiens (Human),585
Q86XP6,GKN2_HUMAN,reviewed,Gastrokine-2 (Blottin) (Down-regulated in gastric cancer) (Trefoil factor interactions(z) 1),GKN2 BLOT GDDR TFIZ1 UNQ465/PRO813,Homo sapiens (Human),184
P04150,GCR_HUMAN,reviewed,Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1),NR3C1 GRL,Homo sapiens (Human),777
Q9H3C7,GGNB2_HUMAN,reviewed,Gametogenetin-binding protein 2 (Laryngeal carcinoma-related protein 1) (Protein ZNF403),GGNBP2 LCRG1 LZK1 ZNF403,Homo sapiens (Human),697
P60520,GBRL2_HUMAN,reviewed,Gamma-aminobutyric acid receptor-associated protein-like 2 (GABA(A) receptor-associated protein-like 2) (Ganglioside expression factor 2) (GEF-2) (General protein transport factor p16) (Golgi-associated ATPase enhancer of 16 kDa) (GATE-16) (MAP1 light chain 3-related protein),GABARAPL2 FLC3A GEF2,Homo sapiens (Human),117
O95166,GBRAP_HUMAN,reviewed,Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46),GABARAP FLC3B HT004,Homo sapiens (Human),117
Q5VSY0,GKAP1_HUMAN,reviewed,G kinase-anchoring protein 1 (cGMP-dependent protein kinase-anchoring protein of 42 kDa),GKAP1 GKAP42 FKSG21,Homo sapiens (Human),366
Q14520,HABP2_HUMAN,reviewed,Hyaluronan-binding protein 2 (EC 3.4.21.-) (Factor VII-activating protease) (Factor seven-activating protease) (FSAP) (Hepatocyte growth factor activator-like protein) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form],HABP2 HGFAL PHBP,Homo sapiens (Human),560
P62993,GRB2_HUMAN,reviewed,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),GRB2 ASH,Homo sapiens (Human),217
Q5T6J7,GNTK_HUMAN,reviewed,Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase),IDNK C9orf103,Homo sapiens (Human),187
P34947,GRK5_HUMAN,reviewed,G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5),GRK5 GPRK5,Homo sapiens (Human),590
Q9BPY8,HOP_HUMAN,reviewed,Homeodomain-only protein (Lung cancer-associated Y protein) (Not expressed in choriocarcinoma protein 1) (Odd homeobox protein 1),HOPX HOD HOP LAGY NECC1 OB1,Homo sapiens (Human),73
Q9UL19,HRSL4_HUMAN,reviewed,Retinoic acid receptor responder protein 3 (EC 3.1.1.-) (HRAS-like suppressor 4) (HRSL4) (RAR-responsive protein TIG3) (Retinoid-inducible gene 1 protein) (Tazarotene-induced gene 3 protein),RARRES3 RIG1 TIG3,Homo sapiens (Human),164
Q9UII4,HERC5_HUMAN,reviewed,E3 ISG15--protein ligase HERC5 (EC 2.3.2.-) (Cyclin-E-binding protein 1) (HECT domain and RCC1-like domain-containing protein 5),HERC5 CEB1 CEBP1,Homo sapiens (Human),1024
Q14526,HIC1_HUMAN,reviewed,Hypermethylated in cancer 1 protein (Hic-1) (Zinc finger and BTB domain-containing protein 29),HIC1 ZBTB29,Homo sapiens (Human),733
Q9Y5R4,HEMK1_HUMAN,reviewed,HemK methyltransferase family member 1 (EC 2.1.1.-) (M.HsaHemKP),HEMK1 HEMK,Homo sapiens (Human),338
O14964,HGS_HUMAN,reviewed,Hepatocyte growth factor-regulated tyrosine kinase substrate (Hrs) (Protein pp110),HGS HRS,Homo sapiens (Human),777
Q96JB3,HIC2_HUMAN,reviewed,Hypermethylated in cancer 2 protein (Hic-2) (HIC1-related gene on chromosome 22 protein) (Hic-3) (Zinc finger and BTB domain-containing protein 30),HIC2 HRG22 KIAA1020 ZBTB30,Homo sapiens (Human),615
Q16665,HIF1A_HUMAN,reviewed,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8),HIF1A BHLHE78 MOP1 PASD8,Homo sapiens (Human),826
P49773,HINT1_HUMAN,reviewed,Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1),HINT1 HINT PKCI1 PRKCNH1,Homo sapiens (Human),126
Q9H2X6,HIPK2_HUMAN,reviewed,Homeodomain-interacting protein kinase 2 (hHIPk2) (EC 2.7.11.1),HIPK2,Homo sapiens (Human),1198
Q9P0W2,HM20B_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35),HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R,Homo sapiens (Human),317
Q9Y2N7,HIF3A_HUMAN,reviewed,Hypoxia-inducible factor 3-alpha (HIF-3-alpha) (HIF3-alpha) (Basic-helix-loop-helix-PAS protein MOP7) (Class E basic helix-loop-helix protein 17) (bHLHe17) (HIF3-alpha-1) (Inhibitory PAS domain protein) (IPAS) (Member of PAS protein 7) (PAS domain-containing protein 7),HIF3A BHLHE17 MOP7 PASD7,Homo sapiens (Human),669
P83110,HTRA3_HUMAN,reviewed,Serine protease HTRA3 (EC 3.4.21.-) (High-temperature requirement factor A3) (Pregnancy-related serine protease),HTRA3 PRSP,Homo sapiens (Human),453
Q12891,HYAL2_HUMAN,reviewed,Hyaluronidase-2 (Hyal-2) (EC 3.2.1.35) (Hyaluronoglucosaminidase-2) (Lung carcinoma protein 2) (LuCa-2),HYAL2 LUCA2,Homo sapiens (Human),473
P04196,HRG_HUMAN,reviewed,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG),HRG,Homo sapiens (Human),525
Q9HDD0,HRSL1_HUMAN,reviewed,Phospholipid-metabolizing enzyme A-C1 (EC 2.3.1.-) (EC 3.1.1.-) (HRAS-like suppressor 1) (HRSL1),HRASLS,Homo sapiens (Human),168
Q9BUP3,HTAI2_HUMAN,reviewed,Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2),HTATIP2 CC3 TIP30,Homo sapiens (Human),242
Q7Z6Z7,HUWE1_HUMAN,reviewed,"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)",HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272,Homo sapiens (Human),4374
Q12794,HYAL1_HUMAN,reviewed,Hyaluronidase-1 (Hyal-1) (EC 3.2.1.35) (Hyaluronoglucosaminidase-1) (Lung carcinoma protein 1) (LuCa-1),HYAL1 LUCA1,Homo sapiens (Human),435
Q12894,IFRD2_HUMAN,reviewed,Interferon-related developmental regulator 2 (Protein SKMC15),IFRD2,Homo sapiens (Human),506
O43820,HYAL3_HUMAN,reviewed,Hyaluronidase-3 (Hyal-3) (EC 3.2.1.35) (Hyaluronoglucosaminidase-3) (Lung carcinoma protein 3) (LuCa-3),HYAL3 LUCA3,Homo sapiens (Human),417
Q6K0P9,IFIX_HUMAN,reviewed,Pyrin and HIN domain-containing protein 1 (Interferon-inducible protein X),PYHIN1 IFIX,Homo sapiens (Human),492
Q8WX77,IBPL1_HUMAN,reviewed,Insulin-like growth factor-binding protein-like 1 (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4) (IGFBP-rP4),IGFBPL1 IGFBPRP4,Homo sapiens (Human),278
P60842,IF4A1_HUMAN,reviewed,Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1),EIF4A1 DDX2A EIF4A,Homo sapiens (Human),406
Q9NXR8,ING3_HUMAN,reviewed,Inhibitor of growth protein 3 (p47ING3),ING3 HSPC301,Homo sapiens (Human),418
Q9UNL4,ING4_HUMAN,reviewed,Inhibitor of growth protein 4 (p29ING4),ING4 My036,Homo sapiens (Human),249
Q14164,IKKE_HUMAN,reviewed,Inhibitor of nuclear factor kappa-B kinase subunit epsilon (I-kappa-B kinase epsilon) (IKK-E) (IKK-epsilon) (IkBKE) (EC 2.7.11.10) (Inducible I kappa-B kinase) (IKK-i),IKBKE IKKE IKKI KIAA0151,Homo sapiens (Human),716
P10914,IRF1_HUMAN,reviewed,Interferon regulatory factor 1 (IRF-1),IRF1,Homo sapiens (Human),325
Q96T92,INSM2_HUMAN,reviewed,Insulinoma-associated protein 2 (Zinc finger protein IA-6),INSM2 IA6 Nbla106,Homo sapiens (Human),566
Q86UX2,ITIH5_HUMAN,reviewed,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),ITIH5 KIAA1953 PP14776 UNQ311/PRO354,Homo sapiens (Human),942
Q16666,IF16_HUMAN,reviewed,Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator),IFI16 IFNGIP1,Homo sapiens (Human),785
Q9UK53,ING1_HUMAN,reviewed,Inhibitor of growth protein 1,ING1,Homo sapiens (Human),422
Q8WYH8,ING5_HUMAN,reviewed,Inhibitor of growth protein 5 (p28ING5),ING5,Homo sapiens (Human),240
Q6IE81,JADE1_HUMAN,reviewed,Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17),JADE1 KIAA1807 PHF17,Homo sapiens (Human),842
Q92794,KAT6A_HUMAN,reviewed,"Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)",KAT6A MOZ MYST3 RUNXBP2 ZNF220,Homo sapiens (Human),2004
O95251,KAT7_HUMAN,reviewed,"Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)",KAT7 HBO1 HBOa MYST2,Homo sapiens (Human),611
Q8WYB5,KAT6B_HUMAN,reviewed,"Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)",KAT6B KIAA0383 MORF MOZ2 MYST4,Homo sapiens (Human),2073
Q92613,JADE3_HUMAN,reviewed,Protein Jade-3 (Jade family PHD finger protein 3) (PHD finger protein 16),JADE3 KIAA0215 PHF16,Homo sapiens (Human),823
Q15652,JHD2C_HUMAN,reviewed,Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C) (Thyroid receptor-interacting protein 8) (TR-interacting protein 8) (TRIP-8),JMJD1C JHDM2C KIAA1380 TRIP8,Homo sapiens (Human),2540
Q9H160,ING2_HUMAN,reviewed,Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (ING1Lp) (p32) (p33ING2),ING2 ING1L,Homo sapiens (Human),280
Q9UL03,INT6_HUMAN,reviewed,Integrator complex subunit 6 (Int6) (DBI-1) (Protein DDX26) (Protein deleted in cancer 1) (DICE1),INTS6 DBI1 DDX26 DDX26A,Homo sapiens (Human),887
Q9NQC1,JADE2_HUMAN,reviewed,E3 ubiquitin-protein ligase Jade-2 (EC 2.3.2.27) (Jade family PHD finger protein 2) (PHD finger protein 15),JADE2 KIAA0239 PHF15,Homo sapiens (Human),790
Q9NQR1,KMT5A_HUMAN,reviewed,N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.43) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8),KMT5A PRSET7 SET07 SET8 SETD8,Homo sapiens (Human),393
Q15349,KS6A2_HUMAN,reviewed,Ribosomal protein S6 kinase alpha-2 (S6K-alpha-2) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 2) (p90-RSK 2) (p90RSK2) (MAP kinase-activated protein kinase 1c) (MAPK-activated protein kinase 1c) (MAPKAP kinase 1c) (MAPKAPK-1c) (Ribosomal S6 kinase 3) (RSK-3) (pp90RSK3),RPS6KA2 MAPKAPK1C RSK3,Homo sapiens (Human),733
O43261,LEU1_HUMAN,reviewed,Leukemia-associated protein 1 (Deleted in lymphocytic leukemia 1) (HBV X-transactivated gene 6 protein) (HBV XAg-transactivated protein 6),DLEU1 LEU1 XTP6,Homo sapiens (Human),78
P05129,KPCG_HUMAN,reviewed,Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13),PRKCG PKCG,Homo sapiens (Human),697
Q15418,KS6A1_HUMAN,reviewed,Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1),RPS6KA1 MAPKAPK1A RSK1,Homo sapiens (Human),735
P41743,KPCI_HUMAN,reviewed,Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (PRKC-lambda/iota) (aPKC-lambda/iota) (nPKC-iota),PRKCI DXS1179E,Homo sapiens (Human),596
Q15334,L2GL1_HUMAN,reviewed,Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein),LLGL1 DLG4 HUGL HUGL1,Homo sapiens (Human),1064
Q8WVC0,LEO1_HUMAN,reviewed,RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein),LEO1 RDL,Homo sapiens (Human),666
O95461,LARG1_HUMAN,reviewed,"LARGE xylosyl- and glucuronyltransferase 1 (EC 2.4.-.-) (Acetylglucosaminyltransferase-like 1A) (Glycosyltransferase-like protein) [Includes: Xylosyltransferase LARGE (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE (EC 2.4.1.-)]",LARGE1 KIAA0609 LARGE,Homo sapiens (Human),756
Q93052,LPP_HUMAN,reviewed,Lipoma-preferred partner (LIM domain-containing preferred translocation partner in lipoma),LPP,Homo sapiens (Human),612
P42704,LPPRC_HUMAN,reviewed,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)",LRPPRC LRP130,Homo sapiens (Human),1394
Q9Y561,LRP12_HUMAN,reviewed,Low-density lipoprotein receptor-related protein 12 (LRP-12) (Suppressor of tumorigenicity 7 protein),LRP12 ST7,Homo sapiens (Human),859
P51812,KS6A3_HUMAN,reviewed,Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2),RPS6KA3 ISPK1 MAPKAPK1B RSK2,Homo sapiens (Human),740
Q5TKA1,LIN9_HUMAN,reviewed,Protein lin-9 homolog (HuLin-9) (hLin-9) (Beta subunit-associated regulator of apoptosis) (TUDOR gene similar protein) (Type I interferon receptor beta chain-associated protein) (pRB-associated protein),LIN9 BARA TGS,Homo sapiens (Human),542
Q9Y468,LMBL1_HUMAN,reviewed,Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1),L3MBTL1 KIAA0681 L3MBT L3MBTL,Homo sapiens (Human),752
P83111,LACTB_HUMAN,reviewed,"Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)",LACTB MRPL56 UNQ843/PRO1781,Homo sapiens (Human),547
Q8N3Y3,LARG2_HUMAN,reviewed,"LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]",LARGE2 GYLTL1B PP5656,Homo sapiens (Human),721
Q6UYE1,LEU7_HUMAN,reviewed,Leukemia-associated protein 7 (Deleted in lymphocytic leukemia 7),DLEU7 LEU7,Homo sapiens (Human),221
Q9HBX8,LGR6_HUMAN,reviewed,Leucine-rich repeat-containing G-protein coupled receptor 6,LGR6 UNQ6427/PRO21331 VTS20631,Homo sapiens (Human),967
Q9UGP4,LIMD1_HUMAN,reviewed,LIM domain-containing protein 1,LIMD1,Homo sapiens (Human),676
Q9Y250,LZTS1_HUMAN,reviewed,Leucine zipper putative tumor suppressor 1 (F37/esophageal cancer-related gene-coding leucine-zipper motif) (Fez1),LZTS1 FEZ1,Homo sapiens (Human),596
Q9H8J5,MANS1_HUMAN,reviewed,MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein),MANSC1 LOH12CR3 UNQ316/PRO361,Homo sapiens (Human),431
P23368,MAOM_HUMAN,reviewed,"NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38) (Malic enzyme 2)",ME2,Homo sapiens (Human),584
Q5TCQ9,MAGI3_HUMAN,reviewed,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 (Membrane-associated guanylate kinase inverted 3) (MAGI-3)",MAGI3 KIAA1634,Homo sapiens (Human),1506
Q8IW41,MAPK5_HUMAN,reviewed,MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAP-K5) (MAPKAPK-5) (MK-5) (MK5) (EC 2.7.11.1) (p38-regulated/activated protein kinase) (PRAK),MAPKAPK5 PRAK,Homo sapiens (Human),473
Q9NZR2,LRP1B_HUMAN,reviewed,Low-density lipoprotein receptor-related protein 1B (LRP-1B) (Low-density lipoprotein receptor-related protein-deleted in tumor) (LRP-DIT),LRP1B LRPDIT,Homo sapiens (Human),4599
O75444,MAF_HUMAN,reviewed,Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog),MAF,Homo sapiens (Human),373
Q6P0Q8,MAST2_HUMAN,reviewed,Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1),MAST2 KIAA0807 MAST205,Homo sapiens (Human),1798
Q9NQ48,LZTL1_HUMAN,reviewed,Leucine zipper transcription factor-like protein 1,LZTFL1,Homo sapiens (Human),299
Q16644,MAPK3_HUMAN,reviewed,MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK),MAPKAPK3,Homo sapiens (Human),382
Q9NYL2,M3K20_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK),MAP3K20 MLTK ZAK HCCS4,Homo sapiens (Human),800
Q8N2G4,LYPD1_HUMAN,reviewed,Ly6/PLAUR domain-containing protein 1 (Putative HeLa tumor suppressor) (PHTS),LYPD1 LYPDC1 PSEC0181 UNQ3079/PRO9917,Homo sapiens (Human),141
Q9Y5Q3,MAFB_HUMAN,reviewed,Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B),MAFB KRML,Homo sapiens (Human),323
O60299,LZTS3_HUMAN,reviewed,Leucine zipper putative tumor suppressor 3 (ProSAP-interacting protein 1) (ProSAPiP1),LZTS3 KIAA0552 PROSAPIP1,Homo sapiens (Human),673
Q86UL8,MAGI2_HUMAN,reviewed,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Atrophin-1-interacting protein A) (Membrane-associated guanylate kinase inverted 2) (MAGI-2)",MAGI2 ACVRINP1 AIP1 KIAA0705,Homo sapiens (Human),1455
