Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q8N2W9,PIAS4_HUMAN,reviewed,E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma) (RING-type E3 ubiquitin transferase PIAS4),PIAS4 PIASG,Homo sapiens (Human),510
Q9BSJ6,PIMRE_HUMAN,reviewed,Protein PIMREG (CALM-interactor expressed in thymus and spleen) (PICALM interacting mitotic regulator) (Regulator of chromosome segregation protein 1),PIMREG CATS FAM64A RCS1,Homo sapiens (Human),248
P19174,PLCG1_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)",PLCG1 PLC1,Homo sapiens (Human),1290
Q9NYY3,PLK2_HUMAN,reviewed,Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase),PLK2 SNK,Homo sapiens (Human),685
O15031,PLXB2_HUMAN,reviewed,Plexin-B2 (MM1),PLXNB2 KIAA0315,Homo sapiens (Human),1838
Q9BUL5,PHF23_HUMAN,reviewed,PHD finger protein 23 (PDH-containing protein JUNE-1),PHF23,Homo sapiens (Human),403
Q9Y5J5,PHLA3_HUMAN,reviewed,Pleckstrin homology-like domain family A member 3 (TDAG51/Ipl homolog 1),PHLDA3 TIH1,Homo sapiens (Human),127
Q9P1W9,PIM2_HUMAN,reviewed,Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h),PIM2,Homo sapiens (Human),311
P54277,PMS1_HUMAN,reviewed,PMS1 protein homolog 1 (DNA mismatch repair protein PMS1),PMS1 PMSL1,Homo sapiens (Human),932
P54278,PMS2_HUMAN,reviewed,Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2),PMS2 PMSL2,Homo sapiens (Human),862
Q01851,PO4F1_HUMAN,reviewed,"POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brain-3A) (Brn-3A) (Homeobox/POU domain protein RDC-1) (Oct-T1)",POU4F1 BRN3A RDC1,Homo sapiens (Human),419
O60346,PHLP1_HUMAN,reviewed,PH domain leucine-rich repeat-containing protein phosphatase 1 (EC 3.1.3.16) (Pleckstrin homology domain-containing family E member 1) (PH domain-containing family E member 1) (Suprachiasmatic nucleus circadian oscillatory protein) (hSCOP),PHLPP1 KIAA0606 PHLPP PLEKHE1 SCOP,Homo sapiens (Human),1717
P11309,PIM1_HUMAN,reviewed,Serine/threonine-protein kinase pim-1 (EC 2.7.11.1),PIM1,Homo sapiens (Human),404
Q53GL0,PKHO1_HUMAN,reviewed,Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1) (C-Jun-binding protein) (JBP) (Casein kinase 2-interacting protein 1) (CK2-interacting protein 1) (CKIP-1) (Osteoclast maturation-associated gene 120 protein),PLEKHO1 CKIP1 OC120 HQ0024c,Homo sapiens (Human),409
Q6DJT9,PLAG1_HUMAN,reviewed,Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein),PLAG1,Homo sapiens (Human),500
P14923,PLAK_HUMAN,reviewed,Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3),JUP CTNNG DP3,Homo sapiens (Human),745
Q9P212,PLCE1_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Pancreas-enriched phospholipase C) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)",PLCE1 KIAA1516 PLCE PPLC,Homo sapiens (Human),2302
Q8NEB5,PLPP5_HUMAN,reviewed,Phospholipid phosphatase 5 (EC 3.1.3.4) (Phosphatidic acid phosphatase type 2 domain-containing protein 1B),PLPP5 DPPL1 HTPAP PPAPDC1B,Homo sapiens (Human),264
P42338,PK3CB_HUMAN,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta)",PIK3CB PIK3C1,Homo sapiens (Human),1070
P49763,PLGF_HUMAN,reviewed,Placenta growth factor (PlGF),PGF PGFL PLGF,Homo sapiens (Human),221
Q12837,PO4F2_HUMAN,reviewed,"POU domain, class 4, transcription factor 2 (Brain-specific homeobox/POU domain protein 3B) (Brain-3B) (Brn-3B)",POU4F2 BRN3B,Homo sapiens (Human),409
O43663,PRC1_HUMAN,reviewed,Protein regulator of cytokinesis 1,PRC1,Homo sapiens (Human),620
P85299,PRR5_HUMAN,reviewed,Proline-rich protein 5 (Protein observed with Rictor-1) (Protor-1),PRR5 PROTOR1 PP610,Homo sapiens (Human),388
Q8WUY3,PRUN2_HUMAN,reviewed,Protein prune homolog 2 (BNIP2 motif-containing molecule at the C-terminal region 1),PRUNE2 BMCC1 BNIPXL C9orf65 KIAA0367,Homo sapiens (Human),3088
Q9UNP9,PPIE_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E),PPIE CYP33,Homo sapiens (Human),301
Q92733,PRCC_HUMAN,reviewed,Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein),PRCC TPRC,Homo sapiens (Human),491
O75915,PRAF3_HUMAN,reviewed,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27),ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127,Homo sapiens (Human),188
Q9NQX1,PRDM5_HUMAN,reviewed,PR domain zinc finger protein 5 (EC 2.1.1.-) (PR domain-containing protein 5),PRDM5 PFM2,Homo sapiens (Human),630
P51817,PRKX_HUMAN,reviewed,cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1),PRKX PKX1,Homo sapiens (Human),358
P29590,PML_HUMAN,reviewed,Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19),PML MYL PP8675 RNF71 TRIM19,Homo sapiens (Human),882
Q96QH2,PRAM_HUMAN,reviewed,PML-RARA-regulated adapter molecule 1 (PRAM) (PRAM-1),PRAM1,Homo sapiens (Human),718
P30041,PRDX6_HUMAN,reviewed,Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.-) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (EC 1.11.1.9) (Red blood cells page spot 12),PRDX6 AOP2 KIAA0106,Homo sapiens (Human),224
P78527,PRKDC_HUMAN,reviewed,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460),PRKDC HYRC HYRC1,Homo sapiens (Human),4128
O60260,PRKN_HUMAN,reviewed,E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.-) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2),PRKN PARK2,Homo sapiens (Human),465
Q7Z419,R144B_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.-) (IBR domain-containing protein 2) (RING finger protein 144B) (p53-inducible RING finger protein),RNF144B IBRDC2 P53RFP,Homo sapiens (Human),303
O95997,PTTG1_HUMAN,reviewed,Securin (Esp1-associated protein) (Pituitary tumor-transforming gene 1 protein) (Tumor-transforming protein 1) (hPTTG),PTTG1 EAP1 PTTG TUTR1,Homo sapiens (Human),202
Q14671,PUM1_HUMAN,reviewed,Pumilio homolog 1 (HsPUM) (Pumilio-1),PUM1 KIAA0099 PUMH1,Homo sapiens (Human),1186
Q9Y6I8,PXMP4_HUMAN,reviewed,Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein),PXMP4 PMP24,Homo sapiens (Human),212
Q13882,PTK6_HUMAN,reviewed,Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK),PTK6 BRK,Homo sapiens (Human),451
Q12923,PTN13_HUMAN,reviewed,Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1),PTPN13 PNP1 PTP1E PTPL1,Homo sapiens (Human),2485
P23469,PTPRE_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase epsilon (Protein-tyrosine phosphatase epsilon) (R-PTP-epsilon) (EC 3.1.3.48),PTPRE,Homo sapiens (Human),700
Q9NZH4,PTTG3_HUMAN,reviewed,Putative pituitary tumor-transforming gene 3 protein (hPTTG3) (Securin-3) (rcPTTG1),PTTG3P PTTG3,Homo sapiens (Human),202
Q13635,PTC1_HUMAN,reviewed,Protein patched homolog 1 (PTC) (PTC1),PTCH1 PTCH,Homo sapiens (Human),1447
Q15678,PTN14_HUMAN,reviewed,Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez),PTPN14 PEZ PTPD2,Homo sapiens (Human),1187
Q15008,PSMD6_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A),PSMD6 KIAA0107 PFAAP4,Homo sapiens (Human),389
Q13308,PTK7_HUMAN,reviewed,Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7),PTK7 CCK4,Homo sapiens (Human),1070
O43653,PSCA_HUMAN,reviewed,Prostate stem cell antigen,PSCA UNQ206/PRO232,Homo sapiens (Human),123
Q3SYG4,PTHB1_HUMAN,reviewed,Protein PTHB1 (Bardet-Biedl syndrome 9 protein) (Parathyroid hormone-responsive B1 gene protein),BBS9 PTHB1,Homo sapiens (Human),887
Q13972,RGRF1_HUMAN,reviewed,Ras-specific guanine nucleotide-releasing factor 1 (Ras-GRF1) (Guanine nucleotide-releasing protein) (GNRP) (Ras-specific nucleotide exchange factor CDC25),RASGRF1 CDC25 GNRP GRF1,Homo sapiens (Human),1273
Q8IUF8,RIOX2_HUMAN,reviewed,Ribosomal oxygenase 2 (60S ribosomal protein L27a histidine hydroxylase) (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.-) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen) (Mineral dust-induced gene protein) (Nucleolar protein 52) (Ribosomal oxygenase MINA) (ROX),RIOX2 MDIG MINA MINA53 NO52,Homo sapiens (Human),465
O75154,RFIP3_HUMAN,reviewed,Rab11 family-interacting protein 3 (FIP3-Rab11) (Rab11-FIP3) (Arfophilin-1) (EF hands-containing Rab-interacting protein) (Eferin) (MU-MB-17.148),RAB11FIP3 ARFO1 KIAA0665,Homo sapiens (Human),756
Q9P2F6,RHG20_HUMAN,reviewed,Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20),ARHGAP20 KIAA1391,Homo sapiens (Human),1191
Q8IZJ4,RGDSR_HUMAN,reviewed,Ral-GDS-related protein (hRGR) (Ral guanine nucleotide dissociation stimulator-like 4) (RalGDS-like 4),RGL4 RGR,Homo sapiens (Human),473
Q9BSD3,RHNO1_HUMAN,reviewed,"RAD9, HUS1, RAD1-interacting nuclear orphan protein 1 (RAD9, RAD1, HUS1-interacting nuclear orphan protein)",RHNO1 C12orf32 RHINO HKMT1188,Homo sapiens (Human),238
P62745,RHOB_HUMAN,reviewed,Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6),RHOB ARH6 ARHB,Homo sapiens (Human),196
Q13123,RED_HUMAN,reviewed,Protein Red (Cytokine IK) (IK factor) (Protein RER),IK RED RER,Homo sapiens (Human),557
Q96QB1,RHG07_HUMAN,reviewed,Rho GTPase-activating protein 7 (Deleted in liver cancer 1 protein) (DLC-1) (HP protein) (Rho-type GTPase-activating protein 7) (START domain-containing protein 12) (StARD12) (StAR-related lipid transfer protein 12),DLC1 ARHGAP7 KIAA1723 STARD12,Homo sapiens (Human),1528
P84095,RHOG_HUMAN,reviewed,Rho-related GTP-binding protein RhoG,RHOG ARHG,Homo sapiens (Human),191
Q9H4X1,RGCC_HUMAN,reviewed,Regulator of cell cycle RGCC (Response gene to complement 32 protein) (RGC-32),RGCC C13orf15 RGC32,Homo sapiens (Human),137
Q13278,RIG_HUMAN,reviewed,Putative protein RIG (Protein regulated in glioma),RIG,Homo sapiens (Human),110
Q9H6W3,RIOX1_HUMAN,reviewed,Ribosomal oxygenase 1 (60S ribosomal protein L8 histidine hydroxylase) (Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66) (EC 1.14.11.-) (EC 1.14.11.27) (Histone lysine demethylase NO66) (Myc-associated protein with JmjC domain) (Nucleolar protein 66) (hsNO66) (Ribosomal oxygenase NO66) (ROX),RIOX1 C14orf169 MAPJD NO66,Homo sapiens (Human),641
Q99578,RIT2_HUMAN,reviewed,GTP-binding protein Rit2 (Ras-like protein expressed in neurons) (Ras-like without CAAX protein 2),RIT2 RIN ROC2,Homo sapiens (Human),217
P27635,RL10_HUMAN,reviewed,60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Tumor suppressor QM),RPL10 DXS648E QM,Homo sapiens (Human),214
O76021,RL1D1_HUMAN,reviewed,Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1),RSL1D1 CATX11 CSIG PBK1 L12,Homo sapiens (Human),490
P62424,RL7A_HUMAN,reviewed,60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3),RPL7A SURF-3 SURF3,Homo sapiens (Human),266
P62987,RL40_HUMAN,reviewed,Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (Large ribosomal subunit protein eL40)],UBA52 UBCEP2,Homo sapiens (Human),128
Q8IUD6,RN135_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF135 (EC 2.3.2.27) (RIG-I E3 ubiquitin ligase) (REUL) (RING finger protein 135) (RING-type E3 ubiquitin transferase RNF135) (Riplet),RNF135 L13,Homo sapiens (Human),432
Q8WU17,RN139_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF139 (EC 2.3.2.27) (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein),RNF139 TRC8,Homo sapiens (Human),664
Q9Y3C5,RNF11_HUMAN,reviewed,RING finger protein 11,RNF11 CGI-123,Homo sapiens (Human),154
Q68DV7,RNF43_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43),RNF43,Homo sapiens (Human),783
Q13129,RLF_HUMAN,reviewed,Zinc finger protein Rlf (Rearranged L-myc fusion gene protein) (Zn-15-related protein),RLF,Homo sapiens (Human),1914
Q969K3,RNF34_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Caspase regulator CARP1) (Caspases-8 and -10-associated RING finger protein 1) (CARP-1) (FYVE-RING finger protein Momo) (Human RING finger homologous to inhibitor of apoptosis protein) (hRFI) (RING finger protein 34) (RING finger protein RIFF) (RING-type E3 ubiquitin transferase RNF34),RNF34,Homo sapiens (Human),372
O76064,RNF8_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8),RNF8 KIAA0646,Homo sapiens (Human),485
Q14508,WFDC2_HUMAN,reviewed,WAP four-disulfide core domain protein 2 (Epididymal secretory protein E4) (Major epididymis-specific protein E4) (Putative protease inhibitor WAP5),WFDC2 HE4 WAP5,Homo sapiens (Human),124
Q9BYP7,WNK3_HUMAN,reviewed,Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3),WNK3 KIAA1566 PRKWNK3,Homo sapiens (Human),1800
Q9Y6F9,WNT6_HUMAN,reviewed,Protein Wnt-6,WNT6,Homo sapiens (Human),365
Q6GPH4,XAF1_HUMAN,reviewed,XIAP-associated factor 1 (BIRC4-binding protein),XAF1 BIRC4BP XIAPAF1,Homo sapiens (Human),301
O14980,XPO1_HUMAN,reviewed,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),XPO1 CRM1,Homo sapiens (Human),1071
Q5MNZ6,WIPI3_HUMAN,reviewed,WD repeat domain phosphoinositide-interacting protein 3 (WIPI-3) (WD repeat-containing protein 45-like) (WDR45-like protein) (WD repeat-containing protein 45B) (WIPI49-like protein),WDR45B WDR45L WIPI3,Homo sapiens (Human),344
Q9H4A3,WNK1_HUMAN,reviewed,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1),WNK1 HSN2 KDP KIAA0344 PRKWNK1,Homo sapiens (Human),2382
Q9Y3S1,WNK2_HUMAN,reviewed,Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Antigen NY-CO-43) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2) (Serologically defined colon cancer antigen 43),WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13,Homo sapiens (Human),2297
Q93097,WNT2B_HUMAN,reviewed,Protein Wnt-2b (Protein Wnt-13),WNT2B WNT13,Homo sapiens (Human),391
P56703,WNT3_HUMAN,reviewed,Proto-oncogene Wnt-3 (Proto-oncogene Int-4 homolog),WNT3 INT4,Homo sapiens (Human),355
Q14191,WRN_HUMAN,reviewed,"Werner syndrome ATP-dependent helicase (EC 3.6.4.12) (DNA helicase, RecQ-like type 3) (RecQ3) (Exonuclease WRN) (EC 3.1.-.-) (RecQ protein-like 2)",WRN RECQ3 RECQL2,Homo sapiens (Human),1432
Q9NZC7,WWOX_HUMAN,reviewed,WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1),WWOX FOR SDR41C1 WOX1,Homo sapiens (Human),414
Q9GZV5,WWTR1_HUMAN,reviewed,WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif),WWTR1 TAZ,Homo sapiens (Human),400
P04628,WNT1_HUMAN,reviewed,Proto-oncogene Wnt-1 (Proto-oncogene Int-1 homolog),WNT1 INT1,Homo sapiens (Human),370
P19544,WT1_HUMAN,reviewed,Wilms tumor protein (WT33),WT1,Homo sapiens (Human),449
Q8IZH2,XRN1_HUMAN,reviewed,5'-3' exoribonuclease 1 (EC 3.1.13.-) (Strand-exchange protein 1 homolog),XRN1 SEP1,Homo sapiens (Human),1706
Q9Y4P8,WIPI2_HUMAN,reviewed,WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2) (WIPI49-like protein 2),WIPI2 CGI-50,Homo sapiens (Human),454
Q9Y484,WIPI4_HUMAN,reviewed,WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat-containing protein 45),WDR45 WDRX1 WDRXI4 WIPI4 JM5,Homo sapiens (Human),360
O00744,WN10B_HUMAN,reviewed,Protein Wnt-10b (Protein Wnt-12),WNT10B WNT12,Homo sapiens (Human),389
O43542,XRCC3_HUMAN,reviewed,DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3),XRCC3,Homo sapiens (Human),346
O00534,VMA5A_HUMAN,reviewed,von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1) (BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein),VWA5A BCSC1 LOH11CR2A,Homo sapiens (Human),786
O00584,RNT2_HUMAN,reviewed,Ribonuclease T2 (EC 3.1.27.-) (Ribonuclease 6),RNASET2 RNASE6PL,Homo sapiens (Human),256
Q01973,ROR1_HUMAN,reviewed,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)",ROR1 NTRKR1,Homo sapiens (Human),937
P08922,ROS1_HUMAN,reviewed,Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase),ROS1 MCF3 ROS,Homo sapiens (Human),2347
Q04912,RON_HUMAN,reviewed,Macrophage-stimulating protein receptor (MSP receptor) (EC 2.7.10.1) (CDw136) (Protein-tyrosine kinase 8) (p185-Ron) (CD antigen CD136) [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain],MST1R PTK8 RON,Homo sapiens (Human),1400
P35398,RORA_HUMAN,reviewed,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),RORA NR1F1 RZRA,Homo sapiens (Human),523
Q9BQ52,RNZ2_HUMAN,reviewed,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),ELAC2 HPC2,Homo sapiens (Human),826
P24928,RPB1_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48),POLR2A POLR2,Homo sapiens (Human),1970
O94763,RMP_HUMAN,reviewed,Unconventional prefoldin RPB5 interactor 1 (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein),URI1 C19orf2 NNX3 PPP1R19 RMP URI,Homo sapiens (Human),535
Q8NC42,RN149_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF149 (EC 2.3.2.27) (DNA polymerase-transactivated protein 2) (RING finger protein 149) (RING-type E3 ubiquitin transferase RNF149),RNF149 DNAPTP2,Homo sapiens (Human),400
Q9H6Y7,RN167_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF167 (EC 2.3.2.27) (RING finger protein 167) (RING-type E3 ubiquitin transferase RNF167) (RING105),RNF167 LP2254,Homo sapiens (Human),350
Q9Y6N7,ROBO1_HUMAN,reviewed,Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1),ROBO1 DUTT1,Homo sapiens (Human),1651
Q63HN8,RN213_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (Mysterin) (RING finger protein 213) (RING-type E3 ubiquitin transferase RNF213),RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR,Homo sapiens (Human),5207
P62070,RRAS2_HUMAN,reviewed,Ras-related protein R-Ras2 (Ras-like protein TC21) (Teratocarcinoma oncogene),RRAS2 TC21,Homo sapiens (Human),204
P62979,RS27A_HUMAN,reviewed,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)],RPS27A UBA80 UBCEP1,Homo sapiens (Human),156
P62861,RS30_HUMAN,reviewed,40S ribosomal protein S30 (Small ribosomal subunit protein eS30),FAU,Homo sapiens (Human),59
Q13950,RUNX2_HUMAN,reviewed,Runt-related transcription factor 2 (Acute myeloid leukemia 3 protein) (Core-binding factor subunit alpha-1) (CBF-alpha-1) (Oncogene AML-3) (Osteoblast-specific transcription factor 2) (OSF-2) (Polyomavirus enhancer-binding protein 2 alpha A subunit) (PEA2-alpha A) (PEBP2-alpha A) (SL3-3 enhancer factor 1 alpha A subunit) (SL3/AKV core-binding factor alpha A subunit),RUNX2 AML3 CBFA1 OSF2 PEBP2A,Homo sapiens (Human),521
Q01196,RUNX1_HUMAN,reviewed,Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit),RUNX1 AML1 CBFA2,Homo sapiens (Human),453
P08865,RSSA_HUMAN,reviewed,40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Colon carcinoma laminin-binding protein) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (Multidrug resistance-associated protein MGr1-Ag) (NEM/1CHD4) (Small ribosomal subunit protein uS2),RPSA LAMBR LAMR1,Homo sapiens (Human),295
Q9BST9,RTKN_HUMAN,reviewed,Rhotekin,RTKN RTKN1,Homo sapiens (Human),563
P31431,SDC4_HUMAN,reviewed,Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein),SDC4,Homo sapiens (Human),198
O00560,SDCB1_HUMAN,reviewed,Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1),SDCBP MDA9 SYCL,Homo sapiens (Human),298
P82912,RT11_HUMAN,reviewed,"28S ribosomal protein S11, mitochondrial (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2) (Mitochondrial small ribosomal subunit protein uS11m)",MRPS11 RPMS11 HCC2,Homo sapiens (Human),194
Q63ZE4,S22AA_HUMAN,reviewed,Solute carrier family 22 member 10 (Organic anion transporter 5),SLC22A10 OAT5,Homo sapiens (Human),541
